Time - Plot 0	Amplitude - Plot 0	Time - Plot 1	Amplitude - Plot 1	Time - Plot 2	Amplitude - Plot 2	
0	1.19629	0	1.21582	0	1.54297	
1	1.17676	1	1.21094	1	1.48438	
2	1.14746	2	1.19141	2	1.4209	
3	1.1084	3	1.15723	3	1.34277	
4	1.0791	4	1.12305	4	1.26465	
5	1.03516	5	1.08887	5	1.16699	
6	0.986328	6	1.0498	6	1.06934	
7	0.9375	7	1.00098	7	0.966797	
8	0.883789	8	0.957031	8	0.859375	
9	0.825195	9	0.898437	9	0.742187	
10	0.756836	10	0.839844	10	0.644531	
11	0.688477	11	0.776367	11	0.541992	
12	0.620117	12	0.708008	12	0.439453	
13	0.551758	13	0.644531	13	0.341797	
14	0.473633	14	0.571289	14	0.268555	
15	0.395508	15	0.50293	15	0.185547	
16	0.317383	16	0.424805	16	0.117187	
17	0.239258	17	0.34668	17	0.0732422	
18	0.15625	18	0.268555	18	0.0341797	
19	0.0683594	19	0.19043	19	0.00976562	
20	-0.00488281	20	0.102539	20	-0.00488281	
21	-0.0976562	21	0.0244141	21	0.00488281	
22	-0.175781	22	-0.0634766	22	0.0244141	
23	-0.263672	23	-0.141602	23	0.0488281	
24	-0.341797	24	-0.224609	24	0.0927734	
25	-0.419922	25	-0.297852	25	0.161133	
26	-0.498047	26	-0.380859	26	0.229492	
27	-0.576172	27	-0.454102	27	0.302734	
28	-0.649414	28	-0.527344	28	0.395508	
29	-0.712891	29	-0.595703	29	0.488281	
30	-0.786133	30	-0.668945	30	0.59082	
31	-0.854492	31	-0.732422	31	0.693359	
32	-0.913086	32	-0.795898	32	0.805664	
33	-0.966797	33	-0.859375	33	0.927734	
34	-1.02051	34	-0.913086	34	1.02051	
35	-1.06445	35	-0.961914	35	1.11816	
36	-1.1084	36	-1.00586	36	1.2207	
37	-1.14746	37	-1.0498	37	1.30371	
38	-1.17676	38	-1.08887	38	1.39648	
39	-1.20605	39	-1.11816	39	1.45508	
40	-1.22559	40	-1.14258	40	1.51367	
41	-1.24512	41	-1.16211	41	1.56738	
42	-1.25488	42	-1.18652	42	1.59668	
43	-1.26465	43	-1.19629	43	1.61621	
44	-1.26465	44	-1.20117	44	1.61621	
45	-1.25488	45	-1.20117	45	1.59668	
46	-1.24512	46	-1.19141	46	1.56738	
47	-1.23535	47	-1.18652	47	1.5332	
48	-1.21582	48	-1.17676	48	1.48438	
49	-1.18652	49	-1.15234	49	1.42578	
50	-1.14746	50	-1.12305	50	1.33789	
51	-1.11816	51	-1.08887	51	1.25977	
52	-1.06934	52	-1.05957	52	1.16699	
53	-1.02051	53	-1.01074	53	1.06934	
54	-0.976562	54	-0.966797	54	0.961914	
55	-0.913086	55	-0.922852	55	0.859375	
56	-0.859375	56	-0.864258	56	0.74707	
57	-0.795898	57	-0.805664	57	0.649414	
58	-0.727539	58	-0.742187	58	0.541992	
59	-0.65918	59	-0.673828	59	0.439453	
60	-0.59082	60	-0.610352	60	0.34668	
61	-0.512695	61	-0.541992	61	0.263672	
62	-0.43457	62	-0.46875	62	0.195312	
63	-0.356445	63	-0.390625	63	0.117187	
64	-0.273437	64	-0.317383	64	0.0683594	
65	-0.19043	65	-0.234375	65	0.0341797	
66	-0.107422	66	-0.15625	66	0.0146484	
67	-0.0292969	67	-0.0683594	67	0	
68	0.0585937	68	0.00976562	68	0	
69	0.136719	69	0.0927734	69	0.0195312	
70	0.224609	70	0.166016	70	0.0537109	
71	0.307617	71	0.253906	71	0.102539	
72	0.380859	72	0.332031	72	0.15625	
73	0.458984	73	0.410156	73	0.234375	
74	0.537109	74	0.488281	74	0.302734	
75	0.615234	75	0.556641	75	0.405273	
76	0.678711	76	0.629883	76	0.493164	
77	0.74707	77	0.698242	77	0.605469	
78	0.81543	78	0.766602	78	0.703125	
79	0.874023	79	0.830078	79	0.81543	
80	0.932617	80	0.888672	80	0.927734	
81	0.981445	81	0.947266	81	1.02539	
82	1.03027	82	0.996094	82	1.11816	
83	1.06934	83	1.04004	83	1.2207	
84	1.1084	84	1.08398	84	1.30859	
85	1.1377	85	1.12305	85	1.3916	
86	1.16699	86	1.15234	86	1.46484	
87	1.18652	87	1.18164	87	1.52832	
88	1.20605	88	1.20117	88	1.56738	
89	1.2207	89	1.2207	89	1.59668	
90	1.22559	90	1.23047	90	1.61621	
91	1.22559	91	1.24023	91	1.62109	
92	1.21582	92	1.23535	92	1.60645	
93	1.20605	93	1.23047	93	1.57715	
94	1.19629	94	1.2207	94	1.53809	
95	1.17676	95	1.20605	95	1.48438	
96	1.14746	96	1.19141	96	1.4209	
97	1.1084	97	1.16211	97	1.34277	
98	1.0791	98	1.12305	98	1.25488	
99	1.03027	99	1.08887	99	1.16699	
100	0.981445	100	1.04492	100	1.05957	
101	0.9375	101	0.996094	101	0.966797	
102	0.878906	102	0.952148	102	0.859375	
103	0.820312	103	0.898437	103	0.751953	
104	0.756836	104	0.839844	104	0.644531	
105	0.688477	105	0.776367	105	0.537109	
106	0.620117	106	0.708008	106	0.43457	
107	0.551758	107	0.644531	107	0.341797	
108	0.473633	108	0.571289	108	0.258789	
109	0.395508	109	0.498047	109	0.185547	
110	0.317383	110	0.424805	110	0.117187	
